base_url,entity_text,structure_url,entity_name,oblast_name,obl_type
https://www.gov.kz/memleket/entities/abay-makanshy,abay-makanshy,https://www.gov.kz/memleket/entities/abay-makanshy/about/structure?lang=ru,Аппарат акима района Мақаншы области Абай,abay,Oblast
https://www.gov.kz/memleket/entities/abay-zhanasemey,abay-zhanasemey,https://www.gov.kz/memleket/entities/abay-zhanasemey/about/structure?lang=ru,Акимат района Жаңасемей,abay,Oblast
https://www.gov.kz/memleket/entities/abay-aksuat,abay-aksuat,https://www.gov.kz/memleket/entities/abay-aksuat/about/structure?lang=ru,Аппарат акима района Аксуат,abay,Oblast
https://www.gov.kz/memleket/entities/abay-urzhar,abay-urzhar,https://www.gov.kz/memleket/entities/abay-urzhar/about/structure?lang=ru,Аппарат акима Урджарского района области Абай,abay,Oblast
https://www.gov.kz/memleket/entities/abay-kokpekti,abay-kokpekti,https://www.gov.kz/memleket/entities/abay-kokpekti/about/structure?lang=ru,Акимат Кокпектинского района,abay,Oblast
https://www.gov.kz/memleket/entities/abay-garma,abay-garma,https://www.gov.kz/memleket/entities/abay-garma/about/structure?lang=ru,Акимат Жарминского района,abay,Oblast
https://www.gov.kz/memleket/entities/abay-boroduliha,abay-boroduliha,https://www.gov.kz/memleket/entities/abay-boroduliha/about/structure?lang=ru,Акимат Бородулихинского района,abay,Oblast
https://www.gov.kz/memleket/entities/abay-beskaragay,abay-beskaragay,https://www.gov.kz/memleket/entities/abay-beskaragay/about/structure?lang=ru,Акимат Бескарагайского района,abay,Oblast
https://www.gov.kz/memleket/entities/abay-ayagos,abay-ayagos,https://www.gov.kz/memleket/entities/abay-ayagos/about/structure?lang=ru,Акимат Аягозского района,abay,Oblast
https://www.gov.kz/memleket/entities/abay-audany,abay-audany,https://www.gov.kz/memleket/entities/abay-audany/about/structure?lang=ru,Акимат Абайского района,abay,Oblast
https://www.gov.kz/memleket/entities/abay-kurchatov,abay-kurchatov,https://www.gov.kz/memleket/entities/abay-kurchatov/about/structure?lang=ru,Акимат города Курчатов,abay,Oblast
https://www.gov.kz/memleket/entities/abay-semey,abay-semey,https://www.gov.kz/memleket/entities/abay-semey/about/structure?lang=ru,Акимат города Семей,abay,Oblast
https://www.gov.kz/memleket/entities/aktobe-mugalzhar,aktobe-mugalzhar,https://www.gov.kz/memleket/entities/aktobe-mugalzhar/about/structure?lang=ru,Акимат Мугалжарского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-akt,aktobe-akt,https://www.gov.kz/memleket/entities/aktobe-akt/about/structure?lang=ru,Акимат города Актобе,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-shalkar,aktobe-shalkar,https://www.gov.kz/memleket/entities/aktobe-shalkar/about/structure?lang=ru,Акимат Шалкарского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-khobda,aktobe-khobda,https://www.gov.kz/memleket/entities/aktobe-khobda/about/structure?lang=ru,Акимат Кобдинского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-irgiz,aktobe-irgiz,https://www.gov.kz/memleket/entities/aktobe-irgiz/about/structure?lang=ru,Акимат Иргизcкого района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-aitekebi,aktobe-aitekebi,https://www.gov.kz/memleket/entities/aktobe-aitekebi/about/structure?lang=ru,Акимат Айтекебийского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-alga,aktobe-alga,https://www.gov.kz/memleket/entities/aktobe-alga/about/structure?lang=ru,Акимат Алгинского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-uil,aktobe-uil,https://www.gov.kz/memleket/entities/aktobe-uil/about/structure?lang=ru,Акимат Уилского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-hromtau,aktobe-hromtau,https://www.gov.kz/memleket/entities/aktobe-hromtau/about/structure?lang=ru,Акимат Хромтауского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-temir,aktobe-temir,https://www.gov.kz/memleket/entities/aktobe-temir/about/structure?lang=ru,Акимат Темирского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-martuk,aktobe-martuk,https://www.gov.kz/memleket/entities/aktobe-martuk/about/structure?lang=ru,Акимат Мартукского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-kargala,aktobe-kargala,https://www.gov.kz/memleket/entities/aktobe-kargala/about/structure?lang=ru,Акимат Каргалинского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aktobe-baiganin,aktobe-baiganin,https://www.gov.kz/memleket/entities/aktobe-baiganin/about/structure?lang=ru,Акимат Байганинского района,aktobe,Oblast
https://www.gov.kz/memleket/entities/aqmola-kokshetau,aqmola-kokshetau,https://www.gov.kz/memleket/entities/aqmola-kokshetau/about/structure?lang=ru,Акимат города Кокшетау,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-stepnogorsk,aqmola-stepnogorsk,https://www.gov.kz/memleket/entities/aqmola-stepnogorsk/about/structure?lang=ru,Акимат города Степногорск,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-akkol,aqmola-akkol,https://www.gov.kz/memleket/entities/aqmola-akkol/about/structure?lang=ru,Акимат Аккольского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-astrahan,aqmola-astrahan,https://www.gov.kz/memleket/entities/aqmola-astrahan/about/structure?lang=ru,Акимат Астраханского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-birzhan-sal,aqmola-birzhan-sal,https://www.gov.kz/memleket/entities/aqmola-birzhan-sal/about/structure?lang=ru,Акимат района Биржан сал,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-bulandy,aqmola-bulandy,https://www.gov.kz/memleket/entities/aqmola-bulandy/about/structure?lang=ru,Акимат Буландынского района Акмолинской области,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-burabay,aqmola-burabay,https://www.gov.kz/memleket/entities/aqmola-burabay/about/structure?lang=ru,Акимат Бурабайского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-egin,aqmola-egin,https://www.gov.kz/memleket/entities/aqmola-egin/about/structure?lang=ru,Акимат Егиндыкольского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-esil,aqmola-esil,https://www.gov.kz/memleket/entities/aqmola-esil/about/structure?lang=ru,Акимат Есильского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-zhaksy,aqmola-zhaksy,https://www.gov.kz/memleket/entities/aqmola-zhaksy/about/structure?lang=ru,Акимат Жаксынского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-zerendy,aqmola-zerendy,https://www.gov.kz/memleket/entities/aqmola-zerendy/about/structure?lang=ru,Акимат Зерендинского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-korgaljin,aqmola-korgaljin,https://www.gov.kz/memleket/entities/aqmola-korgaljin/about/structure?lang=ru,Акимат Коргалжынского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-sand,aqmola-sand,https://www.gov.kz/memleket/entities/aqmola-sand/about/structure?lang=ru,Акимат Сандыктауского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-kosshy,aqmola-kosshy,https://www.gov.kz/memleket/entities/aqmola-kosshy/about/structure?lang=ru,Акимат города Косшы,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-shortandy,aqmola-shortandy,https://www.gov.kz/memleket/entities/aqmola-shortandy/about/structure?lang=ru,Акимат Шортандинского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-arshaly,aqmola-arshaly,https://www.gov.kz/memleket/entities/aqmola-arshaly/about/structure?lang=ru,Акимат Аршалынского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-selinograd,aqmola-selinograd,https://www.gov.kz/memleket/entities/aqmola-selinograd/about/structure?lang=ru,Акимат Целиноградского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-atbasar,aqmola-atbasar,https://www.gov.kz/memleket/entities/aqmola-atbasar/about/structure?lang=ru,Акимат Атбасарского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-zharkain,aqmola-zharkain,https://www.gov.kz/memleket/entities/aqmola-zharkain/about/structure?lang=ru,Акимат Жаркаинского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/aqmola-ereymen,aqmola-ereymen,https://www.gov.kz/memleket/entities/aqmola-ereymen/about/structure?lang=ru,Акимат Ерейментауского района,aqmola,Oblast
https://www.gov.kz/memleket/entities/almobl-balkhash,almobl-balkhash,https://www.gov.kz/memleket/entities/almobl-balkhash/about/structure?lang=ru,Акимат Балхашского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-enbekshikazah,almobl-enbekshikazah,https://www.gov.kz/memleket/entities/almobl-enbekshikazah/about/structure?lang=ru,Акимат Енбекшиказахского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-zhambyl,almobl-zhambyl,https://www.gov.kz/memleket/entities/almobl-zhambyl/about/structure?lang=ru,Акимат Жамбылского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-ile,almobl-ile,https://www.gov.kz/memleket/entities/almobl-ile/about/structure?lang=ru,Акимат Илийского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-karasay,almobl-karasay,https://www.gov.kz/memleket/entities/almobl-karasay/about/structure?lang=ru,Акимат Карасайского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-kegen,almobl-kegen,https://www.gov.kz/memleket/entities/almobl-kegen/about/structure?lang=ru,Акимат Кегенского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-raiymbek,almobl-raiymbek,https://www.gov.kz/memleket/entities/almobl-raiymbek/about/structure?lang=ru,Акимат Райымбекского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-talgar,almobl-talgar,https://www.gov.kz/memleket/entities/almobl-talgar/about/structure?lang=ru,Акимат Талгарского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-uigur,almobl-uigur,https://www.gov.kz/memleket/entities/almobl-uigur/about/structure?lang=ru,Акимат Уйгурского района,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-qonaev,almobl-qonaev,https://www.gov.kz/memleket/entities/almobl-qonaev/about/structure?lang=ru,Акимат города Қонаев,almobl,Oblast
https://www.gov.kz/memleket/entities/almobl-alatau,almobl-alatau,https://www.gov.kz/memleket/entities/almobl-alatau/about/structure?lang=ru,Акимат города Алатау,almobl,Oblast
https://www.gov.kz/memleket/entities/akimat-atyrau,akimat-atyrau,https://www.gov.kz/memleket/entities/akimat-atyrau/about/structure?lang=ru,Акимат города Атырау,atyrau,Oblast
https://www.gov.kz/memleket/entities/atyrau-inder,atyrau-inder,https://www.gov.kz/memleket/entities/atyrau-inder/about/structure?lang=ru,Акимат Индерского района,atyrau,Oblast
https://www.gov.kz/memleket/entities/atyrau-zhylyoy,atyrau-zhylyoy,https://www.gov.kz/memleket/entities/atyrau-zhylyoy/about/structure?lang=ru,Акимат Жылыойского района,atyrau,Oblast
https://www.gov.kz/memleket/entities/atyrau-isatai,atyrau-isatai,https://www.gov.kz/memleket/entities/atyrau-isatai/about/structure?lang=ru,Акимат Исатайского района Атырауской области,atyrau,Oblast
https://www.gov.kz/memleket/entities/atyrau-makat,atyrau-makat,https://www.gov.kz/memleket/entities/atyrau-makat/about/structure?lang=ru,Акимат Макатского района,atyrau,Oblast
https://www.gov.kz/memleket/entities/atyrau-mahambet,atyrau-mahambet,https://www.gov.kz/memleket/entities/atyrau-mahambet/about/structure?lang=ru,Акимат Махамбетского района,atyrau,Oblast
https://www.gov.kz/memleket/entities/atyrau-kurmangazy,atyrau-kurmangazy,https://www.gov.kz/memleket/entities/atyrau-kurmangazy/about/structure?lang=ru,Акимат Курмангазинского района,atyrau,Oblast
https://www.gov.kz/memleket/entities/atyrau-kyzylkogy,atyrau-kyzylkogy,https://www.gov.kz/memleket/entities/atyrau-kyzylkogy/about/structure?lang=ru,Акимат Кызылкогинского района,atyrau,Oblast
https://www.gov.kz/memleket/entities/vko-ulken-naryn,vko-ulken-naryn,https://www.gov.kz/memleket/entities/vko-ulken-naryn/about/structure?lang=ru,Акимат района Үлкен Нарын,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-samar,vko-samar,https://www.gov.kz/memleket/entities/vko-samar/about/structure?lang=ru,Акимат района Самар,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-shemonaiha,vko-shemonaiha,https://www.gov.kz/memleket/entities/vko-shemonaiha/about/structure?lang=ru,Акимат Шемонаихинского района,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-ulan,vko-ulan,https://www.gov.kz/memleket/entities/vko-ulan/about/structure?lang=ru,Акимат Уланского района,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-tarbagatay,vko-tarbagatay,https://www.gov.kz/memleket/entities/vko-tarbagatay/about/structure?lang=ru,Акимат Тарбагатайского района,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-kurchum,vko-kurchum,https://www.gov.kz/memleket/entities/vko-kurchum/about/structure?lang=ru,Акимат Курчумского района,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-altai,vko-altai,https://www.gov.kz/memleket/entities/vko-altai/about/structure?lang=ru,Акимат района Алтай,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-katon-karagay,vko-katon-karagay,https://www.gov.kz/memleket/entities/vko-katon-karagay/about/structure?lang=ru,Акимат Катон-Карагайского района,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-zaysan,vko-zaysan,https://www.gov.kz/memleket/entities/vko-zaysan/about/structure?lang=ru,Акимат Зайсанского района,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-glubokoe,vko-glubokoe,https://www.gov.kz/memleket/entities/vko-glubokoe/about/structure?lang=ru,Акимат Глубоковского района,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-ridder,vko-ridder,https://www.gov.kz/memleket/entities/vko-ridder/about/structure?lang=ru,Акимат города Риддер,akimvko,Oblast
https://www.gov.kz/memleket/entities/vko-oskemen,vko-oskemen,https://www.gov.kz/memleket/entities/vko-oskemen/about/structure?lang=ru,Акимат города Усть-Каменогорск,akimvko,Oblast
https://www.gov.kz/memleket/entities/almaty-alatau,almaty-alatau,https://www.gov.kz/memleket/entities/almaty-alatau/about/structure?lang=ru,Аппарат акима Алатауского района,almaty,GRZ
https://www.gov.kz/memleket/entities/almaty-bostandyk,almaty-bostandyk,https://www.gov.kz/memleket/entities/almaty-bostandyk/about/structure?lang=ru,Аппарат акима Бостандыкского района,almaty,GRZ
https://www.gov.kz/memleket/entities/almaty-almaly,almaty-almaly,https://www.gov.kz/memleket/entities/almaty-almaly/about/structure?lang=ru,Аппарат акима Алмалинского района,almaty,GRZ
https://www.gov.kz/memleket/entities/almaty-auezov,almaty-auezov,https://www.gov.kz/memleket/entities/almaty-auezov/about/structure?lang=ru,Аппарат акима Ауэзовского района,almaty,GRZ
https://www.gov.kz/memleket/entities/almaty-zhetysu,almaty-zhetysu,https://www.gov.kz/memleket/entities/almaty-zhetysu/about/structure?lang=ru,Аппарат акима Жетысуского района,almaty,GRZ
https://www.gov.kz/memleket/entities/almaty-medeu,almaty-medeu,https://www.gov.kz/memleket/entities/almaty-medeu/about/structure?lang=ru,Аппарат акима Медеуского района,almaty,GRZ
https://www.gov.kz/memleket/entities/almaty-nauryzbai,almaty-nauryzbai,https://www.gov.kz/memleket/entities/almaty-nauryzbai/about/structure?lang=ru,Аппарат акима Наурызбайского района,almaty,GRZ
https://www.gov.kz/memleket/entities/almaty-turksib,almaty-turksib,https://www.gov.kz/memleket/entities/almaty-turksib/about/structure?lang=ru,Аппарат акима Турксибского района,almaty,GRZ
https://www.gov.kz/memleket/entities/astana-esil,astana-esil,https://www.gov.kz/memleket/entities/astana-esil/about/structure?lang=ru,Аппарат акима Есильского района города Астаны,astana,GRZ
https://www.gov.kz/memleket/entities/astana-baikonyr,astana-baikonyr,https://www.gov.kz/memleket/entities/astana-baikonyr/about/structure?lang=ru,Аппарат акима района «Байқоңыр» города Астаны,astana,GRZ
https://www.gov.kz/memleket/entities/astana-nura,astana-nura,https://www.gov.kz/memleket/entities/astana-nura/about/structure?lang=ru,"Аппарат акима района ""Нұра"" города Астаны",astana,GRZ
https://www.gov.kz/memleket/entities/astana-almaty,astana-almaty,https://www.gov.kz/memleket/entities/astana-almaty/about/structure?lang=ru,"Аппарат акима района ""Алматы"" г.Астаны",astana,GRZ
https://www.gov.kz/memleket/entities/astana-saryarka,astana-saryarka,https://www.gov.kz/memleket/entities/astana-saryarka/about/structure?lang=ru,"Аппарат акима района ""Сарыарқа""",astana,GRZ
https://www.gov.kz/memleket/entities/shymkent-turan,shymkent-turan,https://www.gov.kz/memleket/entities/shymkent-turan/about/structure?lang=ru,Аппарат акима района Тұран города Шымкент,shymkent,GRZ
https://www.gov.kz/memleket/entities/shymkent-karatau,shymkent-karatau,https://www.gov.kz/memleket/entities/shymkent-karatau/about/structure?lang=ru,Аппарат акима Каратауского района,shymkent,GRZ
https://www.gov.kz/memleket/entities/shymkent-enbekshilder,shymkent-enbekshilder,https://www.gov.kz/memleket/entities/shymkent-enbekshilder/about/structure?lang=ru,Аппарат акима Енбекшинского района города Шымкента,shymkent,GRZ
https://www.gov.kz/memleket/entities/shymkent-al-farabi,shymkent-al-farabi,https://www.gov.kz/memleket/entities/shymkent-al-farabi/about/structure?lang=ru,Аппарат акима Аль-Фарабийского района города Шымкент,shymkent,GRZ
https://www.gov.kz/memleket/entities/shymkent-abai,shymkent-abai,https://www.gov.kz/memleket/entities/shymkent-abai/about/structure?lang=ru,Аппарат акима Абайского района,shymkent,GRZ
https://www.gov.kz/memleket/entities/zhambyl-bayzak,zhambyl-bayzak,https://www.gov.kz/memleket/entities/zhambyl-bayzak/about/structure?lang=ru,Акимат Байзакского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-zhambyl,zhambyl-zhambyl,https://www.gov.kz/memleket/entities/zhambyl-zhambyl/about/structure?lang=ru,Акимат Жамбылского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-zhualy,zhambyl-zhualy,https://www.gov.kz/memleket/entities/zhambyl-zhualy/about/structure?lang=ru,Акимат Жуалынского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-merke,zhambyl-merke,https://www.gov.kz/memleket/entities/zhambyl-merke/about/structure?lang=ru,Акимат Меркенского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-korday,zhambyl-korday,https://www.gov.kz/memleket/entities/zhambyl-korday/about/structure?lang=ru,Акимат Кордайского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-moyynkum,zhambyl-moyynkum,https://www.gov.kz/memleket/entities/zhambyl-moyynkum/about/structure?lang=ru,Акимат Мойынкумского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-sarysu,zhambyl-sarysu,https://www.gov.kz/memleket/entities/zhambyl-sarysu/about/structure?lang=ru,Акимат Сарысуского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-talas,zhambyl-talas,https://www.gov.kz/memleket/entities/zhambyl-talas/about/structure?lang=ru,Акимат Таласского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-ryskulov,zhambyl-ryskulov,https://www.gov.kz/memleket/entities/zhambyl-ryskulov/about/structure?lang=ru,Акимат Т.Рыскуловского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-taraz,zhambyl-taraz,https://www.gov.kz/memleket/entities/zhambyl-taraz/about/structure?lang=ru,Акимат города Тараз,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhambyl-shu,zhambyl-shu,https://www.gov.kz/memleket/entities/zhambyl-shu/about/structure?lang=ru,Акимат Шуского района,zhambyl,Oblast
https://www.gov.kz/memleket/entities/zhetysu-karatal,zhetysu-karatal,https://www.gov.kz/memleket/entities/zhetysu-karatal/about/structure?lang=ru,Акимат Каратальского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-aksu,zhetysu-aksu,https://www.gov.kz/memleket/entities/zhetysu-aksu/about/structure?lang=ru,Акимат Аксуского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-alakol,zhetysu-alakol,https://www.gov.kz/memleket/entities/zhetysu-alakol/about/structure?lang=ru,Акимат Алакольского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-eskeldy,zhetysu-eskeldy,https://www.gov.kz/memleket/entities/zhetysu-eskeldy/about/structure?lang=ru,Акимат Ескельдинского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-kerbulak,zhetysu-kerbulak,https://www.gov.kz/memleket/entities/zhetysu-kerbulak/about/structure?lang=ru,Акимат Кербулакского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-koksu,zhetysu-koksu,https://www.gov.kz/memleket/entities/zhetysu-koksu/about/structure?lang=ru,Акимат Коксуского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-panfilov,zhetysu-panfilov,https://www.gov.kz/memleket/entities/zhetysu-panfilov/about/structure?lang=ru,Акимат Панфиловского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-sarkan,zhetysu-sarkan,https://www.gov.kz/memleket/entities/zhetysu-sarkan/about/structure?lang=ru,Акимат Сарканского района,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-taldykorgan,zhetysu-taldykorgan,https://www.gov.kz/memleket/entities/zhetysu-taldykorgan/about/structure?lang=ru,Акимат города Талдыкорган,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/zhetysu-tekeli,zhetysu-tekeli,https://www.gov.kz/memleket/entities/zhetysu-tekeli/about/structure?lang=ru,Акимат города Текели,zhetysu-oblysy,Oblast
https://www.gov.kz/memleket/entities/bko-zhanibek,bko-zhanibek,https://www.gov.kz/memleket/entities/bko-zhanibek/about/structure?lang=ru,Акимат Жанибекского района,bko,Oblast
