base_url,entity_text,structure_url,entity_name,oblast_name,obl_type
https://www.gov.kz/memleket/entities/bko-shyngyrlau,bko-shyngyrlau,https://www.gov.kz/memleket/entities/bko-shyngyrlau/about/structure?lang=ru,Акимат Чингирлауского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-terekty,bko-terekty,https://www.gov.kz/memleket/entities/bko-terekty/about/structure?lang=ru,Акимат Теректинского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-taskala,bko-taskala,https://www.gov.kz/memleket/entities/bko-taskala/about/structure?lang=ru,Акимат Таскалинского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-syrym,bko-syrym,https://www.gov.kz/memleket/entities/bko-syrym/about/structure?lang=ru,Акимат Сырымского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-karatobe,bko-karatobe,https://www.gov.kz/memleket/entities/bko-karatobe/about/structure?lang=ru,Акимат Каратобинского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-kaztalovka,bko-kaztalovka,https://www.gov.kz/memleket/entities/bko-kaztalovka/about/structure?lang=ru,Акимат Казталовского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-baiterek,bko-baiterek,https://www.gov.kz/memleket/entities/bko-baiterek/about/structure?lang=ru,Акимат района Байтерек,bko,Oblast
https://www.gov.kz/memleket/entities/bko-zhangala,bko-zhangala,https://www.gov.kz/memleket/entities/bko-zhangala/about/structure?lang=ru,Акимат Жангалинского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-burlin,bko-burlin,https://www.gov.kz/memleket/entities/bko-burlin/about/structure?lang=ru,Акимат Бурлинского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-bokeyorda,bko-bokeyorda,https://www.gov.kz/memleket/entities/bko-bokeyorda/about/structure?lang=ru,Акимат Бокейординского района,bko,Oblast
https://www.gov.kz/memleket/entities/bko-akzhaik,bko-akzhaik,https://www.gov.kz/memleket/entities/bko-akzhaik/about/structure?lang=ru,Акимат Акжаикского района,bko,Oblast
https://www.gov.kz/memleket/entities/uralsk,uralsk,https://www.gov.kz/memleket/entities/uralsk/about/structure?lang=ru,Акимат г.Уральск,bko,Oblast
https://www.gov.kz/memleket/entities/akimat-karagandy,akimat-karagandy,https://www.gov.kz/memleket/entities/akimat-karagandy/about/structure?lang=ru,Акимат города Караганды,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-priozersk,karaganda-priozersk,https://www.gov.kz/memleket/entities/karaganda-priozersk/about/structure?lang=ru,Акимат города Приозёрск,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-balkhash,karaganda-balkhash,https://www.gov.kz/memleket/entities/karaganda-balkhash/about/structure?lang=ru,Акимат города Балхаш,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-saran,karaganda-saran,https://www.gov.kz/memleket/entities/karaganda-saran/about/structure?lang=ru,Акимат города Сарани,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-temirtau,karaganda-temirtau,https://www.gov.kz/memleket/entities/karaganda-temirtau/about/structure?lang=ru,Акимат города Темиртау,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-shahtinsk,karaganda-shahtinsk,https://www.gov.kz/memleket/entities/karaganda-shahtinsk/about/structure?lang=ru,Акимат города Шахтинска,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-abai,karaganda-abai,https://www.gov.kz/memleket/entities/karaganda-abai/about/structure?lang=ru,Акимат Абайского района,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-aktogay,karaganda-aktogay,https://www.gov.kz/memleket/entities/karaganda-aktogay/about/structure?lang=ru,Акимат Актогайского района,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau,karaganda-buhar-zhyrau,https://www.gov.kz/memleket/entities/karaganda-buhar-zhyrau/about/structure?lang=ru,Акимат Бухар-Жырауского района,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-karkaraly,karaganda-karkaraly,https://www.gov.kz/memleket/entities/karaganda-karkaraly/about/structure?lang=ru,Акимат Каркаралинского района,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-nurinsk,karaganda-nurinsk,https://www.gov.kz/memleket/entities/karaganda-nurinsk/about/structure?lang=ru,Акимат Нуринского района,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-osakarovka,karaganda-osakarovka,https://www.gov.kz/memleket/entities/karaganda-osakarovka/about/structure?lang=ru,Акимат Осакаровского района,karaganda,Oblast
https://www.gov.kz/memleket/entities/karaganda-shet,karaganda-shet,https://www.gov.kz/memleket/entities/karaganda-shet/about/structure?lang=ru,Акимат Шетского района,karaganda,Oblast
https://www.gov.kz/memleket/entities/kostanai-kalasy-akimat,kostanai-kalasy-akimat,https://www.gov.kz/memleket/entities/kostanai-kalasy-akimat/about/structure?lang=ru,Акимат города Костанай,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-lisakovsk-kalasy-akimat,kostanai-lisakovsk-kalasy-akimat,https://www.gov.kz/memleket/entities/kostanai-lisakovsk-kalasy-akimat/about/structure?lang=ru,Акимат города Лисаковска,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-rudnyi-kalasy-akimat,kostanai-rudnyi-kalasy-akimat,https://www.gov.kz/memleket/entities/kostanai-rudnyi-kalasy-akimat/about/structure?lang=ru,Акимат города Рудного,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-arkalyk-kalasy-akimat,kostanai-arkalyk-kalasy-akimat,https://www.gov.kz/memleket/entities/kostanai-arkalyk-kalasy-akimat/about/structure?lang=ru,Акимат города Аркалык,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-altynsarin-audany-akimat,kostanai-altynsarin-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-altynsarin-audany-akimat/about/structure?lang=ru,Акимат Алтынсаринского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-amangeldi-audany-akimat,kostanai-amangeldi-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-amangeldi-audany-akimat/about/structure?lang=ru,Акимат Амангельдинского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-auliekol-audany-akimat,kostanai-auliekol-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-auliekol-audany-akimat/about/structure?lang=ru,Акимат Аулиекольского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-denisov-audany-akimat,kostanai-denisov-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-denisov-audany-akimat/about/structure?lang=ru,Акимат Денисовского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-zhangeldi-audany-akimat,kostanai-zhangeldi-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-zhangeldi-audany-akimat/about/structure?lang=ru,Акимат Джангельдинского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-zhitikarin-audany-akimat,kostanai-zhitikarin-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-zhitikarin-audany-akimat/about/structure?lang=ru,Акимат Житикаринского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-kamystin-audany-akimat,kostanai-kamystin-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-kamystin-audany-akimat/about/structure?lang=ru,Акимат Камыстинского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-karabalyk-audany-akimat,kostanai-karabalyk-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-karabalyk-audany-akimat/about/structure?lang=ru,Акимат Карабалыкского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-karasy-audany-akimat,kostanai-karasy-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-karasy-audany-akimat/about/structure?lang=ru,Акимат Карасуского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat,kostanai-kostanai-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-kostanai-audany-akimat/about/structure?lang=ru,Аппарат акима Костанайского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-mendykarin-audany-akimat,kostanai-mendykarin-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-mendykarin-audany-akimat/about/structure?lang=ru,Акимат Мендыкаринского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-naurzum-audany-akimat,kostanai-naurzum-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-naurzum-audany-akimat/about/structure?lang=ru,Акимат Наурзумского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-sarykol-audany-akimat,kostanai-sarykol-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-sarykol-audany-akimat/about/structure?lang=ru,Акимат Сарыкольского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-bmalin-audany-akimat,kostanai-bmalin-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-bmalin-audany-akimat/about/structure?lang=ru,Акимат района Беимбета Майлина,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanai-usunkol-audany-akimat,kostanai-usunkol-audany-akimat,https://www.gov.kz/memleket/entities/kostanai-usunkol-audany-akimat/about/structure?lang=ru,Акимат Узункольского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kostanay-fedorov,kostanay-fedorov,https://www.gov.kz/memleket/entities/kostanay-fedorov/about/structure?lang=ru,Акимат Федоровского района,kostanay,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-syrdarya,kyzylorda-syrdarya,https://www.gov.kz/memleket/entities/kyzylorda-syrdarya/about/structure?lang=ru,Акимат Сырдарьинского района,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-aral,kyzylorda-aral,https://www.gov.kz/memleket/entities/kyzylorda-aral/about/structure?lang=ru,Акимат Аральского района,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-zhalagash,kyzylorda-zhalagash,https://www.gov.kz/memleket/entities/kyzylorda-zhalagash/about/structure?lang=ru,Акимат Жалагашского района,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-kazaly,kyzylorda-kazaly,https://www.gov.kz/memleket/entities/kyzylorda-kazaly/about/structure?lang=ru,Акимат Казалинского района,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-zhanakorgan,kyzylorda-zhanakorgan,https://www.gov.kz/memleket/entities/kyzylorda-zhanakorgan/about/structure?lang=ru,Акимат Жанакорганского района,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-karmakshy,kyzylorda-karmakshy,https://www.gov.kz/memleket/entities/kyzylorda-karmakshy/about/structure?lang=ru,Акимат Кармакшинского района,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-kzo,kyzylorda-kzo,https://www.gov.kz/memleket/entities/kyzylorda-kzo/about/structure?lang=ru,Акимат города Кызылорда,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/kyzylorda-shieli,kyzylorda-shieli,https://www.gov.kz/memleket/entities/kyzylorda-shieli/about/structure?lang=ru,Акимат Шиелийского района,kyzylorda,Oblast
https://www.gov.kz/memleket/entities/akimat-goroda-zhanaozen,akimat-goroda-zhanaozen,https://www.gov.kz/memleket/entities/akimat-goroda-zhanaozen/about/structure?lang=ru,Акимат города Жанаозен,mangystau,Oblast
https://www.gov.kz/memleket/entities/akimat-munayli,akimat-munayli,https://www.gov.kz/memleket/entities/akimat-munayli/about/structure?lang=ru,Аппарат акима Мунайлинского района,mangystau,Oblast
https://www.gov.kz/memleket/entities/akimat-tupkaragan,akimat-tupkaragan,https://www.gov.kz/memleket/entities/akimat-tupkaragan/about/structure?lang=ru,Аппарат акима Тупкараганского района,mangystau,Oblast
https://www.gov.kz/memleket/entities/akimat-mangistau-rayon,akimat-mangistau-rayon,https://www.gov.kz/memleket/entities/akimat-mangistau-rayon/about/structure?lang=ru,Аппарат акима Мангистауского района,mangystau,Oblast
https://www.gov.kz/memleket/entities/akimat-karakiya,akimat-karakiya,https://www.gov.kz/memleket/entities/akimat-karakiya/about/structure?lang=ru,Аппарат акима Каракиянского района,mangystau,Oblast
https://www.gov.kz/memleket/entities/akimat-beyneu,akimat-beyneu,https://www.gov.kz/memleket/entities/akimat-beyneu/about/structure?lang=ru,Аппарат акима Бейнеуского района,mangystau,Oblast
https://www.gov.kz/memleket/entities/akimat-goroda-aktau,akimat-goroda-aktau,https://www.gov.kz/memleket/entities/akimat-goroda-aktau/about/structure?lang=ru,Аппарат акима города Актау,mangystau,Oblast
https://www.gov.kz/memleket/entities/pavlodar-pvl,pavlodar-pvl,https://www.gov.kz/memleket/entities/pavlodar-pvl/about/structure?lang=ru,Акимат города Павлодара,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-ekibastuz,pavlodar-ekibastuz,https://www.gov.kz/memleket/entities/pavlodar-ekibastuz/about/structure?lang=ru,Акимат города Экибастуз,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-aksu,pavlodar-aksu,https://www.gov.kz/memleket/entities/pavlodar-aksu/about/structure?lang=ru,Акимат города Аксу,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-bayanaul,pavlodar-bayanaul,https://www.gov.kz/memleket/entities/pavlodar-bayanaul/about/structure?lang=ru,Акимат Баянаульского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-terenkol,pavlodar-terenkol,https://www.gov.kz/memleket/entities/pavlodar-terenkol/about/structure?lang=ru,Акимат района Тереңкөл,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-sharbakty,pavlodar-sharbakty,https://www.gov.kz/memleket/entities/pavlodar-sharbakty/about/structure?lang=ru,Аппарат акима Щербактинского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-uspenka,pavlodar-uspenka,https://www.gov.kz/memleket/entities/pavlodar-uspenka/about/structure?lang=ru,Акимат Успенского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-akkuly,pavlodar-akkuly,https://www.gov.kz/memleket/entities/pavlodar-akkuly/about/structure?lang=ru,Акимат района Аққулы,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-ertis,pavlodar-ertis,https://www.gov.kz/memleket/entities/pavlodar-ertis/about/structure?lang=ru,Акимат Иртышского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-maysk,pavlodar-maysk,https://www.gov.kz/memleket/entities/pavlodar-maysk/about/structure?lang=ru,Акимат Майского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-zhelezinka,pavlodar-zhelezinka,https://www.gov.kz/memleket/entities/pavlodar-zhelezinka/about/structure?lang=ru,Акимат Железинского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-audan,pavlodar-audan,https://www.gov.kz/memleket/entities/pavlodar-audan/about/structure?lang=ru,Акимат Павлодарского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/pavlodar-aktogay,pavlodar-aktogay,https://www.gov.kz/memleket/entities/pavlodar-aktogay/about/structure?lang=ru,Акимат Актогайского района,pavlodar,Oblast
https://www.gov.kz/memleket/entities/sko-akkayiyn,sko-akkayiyn,https://www.gov.kz/memleket/entities/sko-akkayiyn/about/structure?lang=ru,Акимат Аккайынского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-airtau,sko-airtau,https://www.gov.kz/memleket/entities/sko-airtau/about/structure?lang=ru,Акимат Айыртауского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-akzhar,sko-akzhar,https://www.gov.kz/memleket/entities/sko-akzhar/about/structure?lang=ru,Акимат Акжарского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-gm,sko-gm,https://www.gov.kz/memleket/entities/sko-gm/about/structure?lang=ru,Акимат района имени Габита Мусрепова,sko,Oblast
https://www.gov.kz/memleket/entities/sko-esil,sko-esil,https://www.gov.kz/memleket/entities/sko-esil/about/structure?lang=ru,Акимат Есильского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-zhambyl,sko-zhambyl,https://www.gov.kz/memleket/entities/sko-zhambyl/about/structure?lang=ru,Акимат Жамбылского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-mzh,sko-mzh,https://www.gov.kz/memleket/entities/sko-mzh/about/structure?lang=ru,Акимат района Магжана Жумабаева,sko,Oblast
https://www.gov.kz/memleket/entities/sko-kyzylzhar,sko-kyzylzhar,https://www.gov.kz/memleket/entities/sko-kyzylzhar/about/structure?lang=ru,Акимат Кызылжарского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-mamlyut,sko-mamlyut,https://www.gov.kz/memleket/entities/sko-mamlyut/about/structure?lang=ru,Акимат Мамлютского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-timiryazev,sko-timiryazev,https://www.gov.kz/memleket/entities/sko-timiryazev/about/structure?lang=ru,Акимат Тимирязевского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-tayiynsha,sko-tayiynsha,https://www.gov.kz/memleket/entities/sko-tayiynsha/about/structure?lang=ru,Акимат Тайыншинского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-ualikhanov,sko-ualikhanov,https://www.gov.kz/memleket/entities/sko-ualikhanov/about/structure?lang=ru,Акимат Уалихановского района,sko,Oblast
https://www.gov.kz/memleket/entities/sko-shalakyn,sko-shalakyn,https://www.gov.kz/memleket/entities/sko-shalakyn/about/structure?lang=ru,Акимат района Шал акына,sko,Oblast
https://www.gov.kz/memleket/entities/sko-petropavl,sko-petropavl,https://www.gov.kz/memleket/entities/sko-petropavl/about/structure?lang=ru,Акимат города Петропавловска,sko,Oblast
https://www.gov.kz/memleket/entities/turkestan-arys,turkestan-arys,https://www.gov.kz/memleket/entities/turkestan-arys/about/structure?lang=ru,Аппарат акима города Арыса,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-ordabin-audany,turkestan-ordabin-audany,https://www.gov.kz/memleket/entities/turkestan-ordabin-audany/about/structure?lang=ru,Аппарат акима Ордабасинского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-kalasy,turkestan-kalasy,https://www.gov.kz/memleket/entities/turkestan-kalasy/about/structure?lang=ru,Аппарат акима города Туркестан,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-zhetisai,turkestan-zhetisai,https://www.gov.kz/memleket/entities/turkestan-zhetisai/about/structure?lang=ru,Аппарат акима Жетысайского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/sauran-turkestan,sauran-turkestan,https://www.gov.kz/memleket/entities/sauran-turkestan/about/structure?lang=ru,Аппарат акима Сауранского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-otyrar-audany,turkestan-otyrar-audany,https://www.gov.kz/memleket/entities/turkestan-otyrar-audany/about/structure?lang=ru,Аппарат акима Отырарского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-keles,turkestan-keles,https://www.gov.kz/memleket/entities/turkestan-keles/about/structure?lang=ru,Аппарат акима Келесского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-maktaaral,turkestan-maktaaral,https://www.gov.kz/memleket/entities/turkestan-maktaaral/about/structure?lang=ru,Аппарат акима Мактааральского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-suzak,turkestan-suzak,https://www.gov.kz/memleket/entities/turkestan-suzak/about/structure?lang=ru,Аппарат акима Сузакского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-kentau-kalasy,turkestan-kentau-kalasy,https://www.gov.kz/memleket/entities/turkestan-kentau-kalasy/about/structure?lang=ru,Аппарат акима города Кентау,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-tyulkubas-audany,turkestan-tyulkubas-audany,https://www.gov.kz/memleket/entities/turkestan-tyulkubas-audany/about/structure?lang=ru,Аппарат акима Тюлкубасского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-baidibek-audany,turkestan-baidibek-audany,https://www.gov.kz/memleket/entities/turkestan-baidibek-audany/about/structure?lang=ru,Акимат района Байдибек,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-shardarin-audany,turkestan-shardarin-audany,https://www.gov.kz/memleket/entities/turkestan-shardarin-audany/about/structure?lang=ru,Аппарат акима Шардаринского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-tolebi-audany,turkestan-tolebi-audany,https://www.gov.kz/memleket/entities/turkestan-tolebi-audany/about/structure?lang=ru,Аппарат акима Толебийского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-kazygurt-audany,turkestan-kazygurt-audany,https://www.gov.kz/memleket/entities/turkestan-kazygurt-audany/about/structure?lang=ru,Аппарат акима Казыгуртского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-saryagash,turkestan-saryagash,https://www.gov.kz/memleket/entities/turkestan-saryagash/about/structure?lang=ru,Аппарат акима Сарыагашского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/turkestan-sairam-audany,turkestan-sairam-audany,https://www.gov.kz/memleket/entities/turkestan-sairam-audany/about/structure?lang=ru,Аппарат акима Сайрамского района,ontustik,Oblast
https://www.gov.kz/memleket/entities/ulytau-zhezkazgan,ulytau-zhezkazgan,https://www.gov.kz/memleket/entities/ulytau-zhezkazgan/about/structure?lang=ru,Акимат города Жезказган,ulytau,Oblast
https://www.gov.kz/memleket/entities/ulytau-karazhal,ulytau-karazhal,https://www.gov.kz/memleket/entities/ulytau-karazhal/about/structure?lang=ru,Акимат города Каражал,ulytau,Oblast
https://www.gov.kz/memleket/entities/ulytau-satpaev,ulytau-satpaev,https://www.gov.kz/memleket/entities/ulytau-satpaev/about/structure?lang=ru,Акимат города Сатпаев,ulytau,Oblast
https://www.gov.kz/memleket/entities/ulytau-zhanarka,ulytau-zhanarka,https://www.gov.kz/memleket/entities/ulytau-zhanarka/about/structure?lang=ru,Акимат Жанааркинского района,ulytau,Oblast
https://www.gov.kz/memleket/entities/ulytau-oblysy-ulytau,ulytau-oblysy-ulytau,https://www.gov.kz/memleket/entities/ulytau-oblysy-ulytau/about/structure?lang=ru,Акимат Улытауского района,ulytau,Oblast
